source	date	quote	quote_lemmatized	values	values_minimal
2	20150827	Bundeskanzlerin Angela Merkel (CDU) mahnte bei der Westbalkan-Konferenz in Wien schnelle Lösungen in der Flüchtlingskrise an.	Bundeskanzlerin Angela Merkel CDU mahnen Westbalkan-Konferenz Wien schnell Lösung Flüchtlingskrise 	['500', '502']	{'5'}
2	20150905	Das zeigt schon der zähe Wandel von Angela Merkel, die anfangs lange schwieg, die erst nach einem wahren Shitstorm in allen Medien klare Worte gegen die Nazis fand und die sich nun am Wochenende dazu hinreißen ließ, die Grenze zu öffnen.	zeigen schon zäh Wandel Angela Merkel anfangs lange schweigen erst wahr Shitstorm Medium klar Wort Nazi finden Wochenende hinreißen lassen Grenze öffnen 	['100', '101', '700', '709']	{'7', '1'}
2	20150827	" Ada Colau, die Bürgermeisterin von Barcelona, forderte in einem anrührenden Beitrag auf Facebook vor anderthalb Wochen angesichts des Flüchtlingsdramas einen  ""Appell zur Empathie"" ."	  Ada Colau Bürgermeisterin Barcelona fordern anrührend Beitrag Facebook anderthalb Woche angesichts Flüchtlingsdrama   Appell Empathie 	['700', '705']	{'7'}
2	20150907	"Die private Initiative Aktion Arschloch ruft dazu auf, das 22 Jahre alte Lied  ""Schrei nach Liebe""  von den Ärzten zu kaufen und damit ein Zeichen gegen Fremdenfeindlichkeit zu setzen."	privat Initiative Aktion Arschloch rufen Jahr alt Lied   Schrei Liebe   Arzt kaufen Zeichen Fremdenfeindlichkeit setzen 	['700', '703']	{'7'}
2	20150918	"Wichtig sei jetzt, eine  ""Rückkehrperspektive""  zu ermöglichen."	wichtig   Rückkehrperspektive   ermöglichen 	['500', '503']	{'5'}
2	20150918	"Steinmeier sagte:  ""Wir brauchen die Zusammenarbeit mit der Türkei dringender denn je."""	Steinmeier sagen   brauchen Zusammenarbeit Türkei dringend je 	['500', '507']	{'5'}
2	20150918	Außenminister Frank-Walter Steinmeier hat der Türkei weitere Hilfe bei der Bewältigung der Flüchtlingskrise angeboten.	Außenminister Frank-Walter Steinmeier Türkei weit Hilfe Bewältigung Flüchtlingskris anbieten 	['500', '507']	{'5'}
2	20150223	Der Präsident des Deutschen Städtetags, Ulrich Maly, fordert den Bau Zehntausender neuer Wohnungen für Flüchtlinge.	Präsident deutsch Städtetag Ulrich Maly fordern Bau Zehntausend neu Wohnung Flüchtling 	['200', '204']	{'2'}
2	20150223	Städtetag fordert mehr Wohnungen	Städtetag fordern mehr Wohnung 	['200', '204']	{'2'}
2	20150223	Er fordert vom Bund angesichts der weiter steigenden Flüchtlingszahlen ein neues Hilfspaket.	fordern Bund angesichts steigend Flüchtlingszahl neu Hilfspaket 	['800', '805']	{'8'}
2	20150907	Bürger aus sechs Staaten des westlichen Balkan sollen sich ab nächstem Jahr leichter eine Arbeitsstelle in Deutschland suchen dürfen. Das hat die große Koalition am Sonntagabend auf Vorschlag von Arbeitsministerin Andrea Nahles (SPD) beschlossen.	Bürger sechs Staat westlich Balkan sollen ab nächst Jahr leicht Arbeitsstelle Deutschland suchen dürfen groß Koalition Sonntagabend Vorschlag Arbeitsministerin Andrea Nahles SPD beschließen 	['600', '603']	{'6'}
2	20150907	Die Einzelheiten sind noch nicht geklärt. Ziel soll es aber sein, potenzielle Arbeitskräfte davon abzuhalten, in Deutschland politisches Asyl zu beantragen. Sie könnten dann einreisen und hier arbeiten, ohne einen für sie meist aussichtslosen Asylantrag stellen zu müssen. 	Einzelheit klären Ziel sollen potenziell Arbeitskraft davon abhalten Deutschland politisch Asyl beantragen einreisen arbeiten meist aussichtslos Asylantrag stellen müssen 	['600', '604']	{'6'}
2	20150907	Die ArbeitnehmerInnen aus Südosteuropa dürften dann auch ihre Familienangehörigen mitbringen.	ArbeitnehmerInnen Südosteuropa dürfen Familienangehöriger mitbringen 	['300', '307']	{'3'}
2	20150907	Um Asylsuchende, die bereits einen entsprechenden Antrag gestellt haben, schneller in den Arbeitsmarkt zu integrieren, verspricht die Koalition außerdem eine Aufstockung der Mittel für die Jobcenter und Deutschkurse.	Asylsuchender bereits entsprechend Antrag stellen schnell Arbeitsmarkt integrieren versprechen Koalition außerdem Aufstockung Mittel Jobcenter Deutschkurse 	['300', '302', '800', '805']	{'8', '3'}
2	20150909	Kommissionspräsident Jean-Claude Juncker stellt Plan zur Verteilung von 120.000 Flüchtlingen auf die Mitgliedstaaten vor	Kommissionspräsident Jean-Claude Juncker stellen Plan Verteilung Flüchtling Mitgliedstaat 	['500', '501']	{'5'}
2	20150909	Zusätzlich zu den bereits vorgeschlagenen 40.000 will Juncker weitere 120.000 Flüchtlinge auf die EU verteilen – das war schon seit Tagen bekannt.	zusätzlich bereits vorgeschlagen Juncker weit Flüchtling EU verteilen schon seit Tag bekannt 	['500', '501']	{'5'}
2	20150909	"Auch dass der Westbalkan und die Türkei zu  ""sicheren Herkunftsländern""  erklärt werden sollen, hatte sich abgezeichnet"	Westbalkan Türkei   sicher Herkunftsland   erklären sollen abzeichnen 	['500', '504']	{'5'}
2	20150909	Zustimmung kommt auch aus Frankreich. Präsident François Hollande hatte schon am Montag angekündigt, das seinem Land zugewiesene Kontingent von 24.000 Flüchtlingen zu akzeptieren.	Zustimmung kommen Frankreich Präsident François Hollande schon Montag ankündigen Land zugewiesen Kontingent Flüchtling akzeptieren 	['500', '501']	{'5'}
2	20150909	Der slowakische Außenminister Miroslav Lajčák  lehnte verpflichtende Quoten erneut ab.	slowakisch Außenminister Miroslav Lajčák   lehnen verpflichtend Quote erneut ab 	['500', '501']	{'5'}
2	20150909	Ministerpräsidentin Ewa Kopacz sagte nun aber zu, mehr Flüchtlinge als die angekündigten 2.000 aufzunehmen. 	Ministerpräsidentin Ewa Kopacz sagen mehr Flüchtling angekündigte aufnehmen 	['500', '501']	{'5'}
2	20150909	Vor allem Berlin hatte dies gefordert	Berlin fordern 	['500', '504']	{'5'}
2	20150909	"Beifall kam nur aus Berlin. Die Vorschläge gingen  ""genau in  die  richtige  Richtung"" , sagte Regierungssprecher Steffen Seibert."	Beifall kommen Berlin Vorschlag gehen   genau     richtig   Richtung sagen Regierungssprecher Steffen Seibert 	['500', '501']	{'5'}
2	20150909	Der tschechische Premier Bohuslav Sobotka sagte, Europa brauche keine neuen Vorschläge zur Lösung der Krise,	tschechisch Premier Bohuslav Sobotka sagen Europa brauchen neu Vorschlag Lösung Krise 	['500', '501']	{'5'}
2	20150909	Der polnische Präsident Andrzej Duda hatte sich ebenfalls gegen Quoten ausgesprochen.	polnisch Präsident Andrzej Duda ebenfalls Quote aussprechen 	['500', '501']	{'5'}
2	20150909	"Die Menschenrechtsorganisation kritisiert nicht nur die geplanten  ""Hot Spots"" , mit denen Asylbewerber in Italien, Griechenland und Ungarn  ""festgesetzt""  werden sollten."	Menschenrechtsorganisation kritisieren geplant   Hot Spots Asylbewerber Italien Griechenland Ungarn   festsetzen   sollen 	['200', '203']	{'2'}
2	20150909	Sie meldet auch Zweifel an der Umverteilung von Flüchtlingen an.	melden Zweifel Umverteilung Flüchtling 	['500', '501']	{'5'}
2	20150909	" ""Unsere Europäische Union befindet sich in keinem guten Zustand"" , warnte Juncker. In der Flüchtlingskrise gebe es zu wenig Europa und zu wenig  ""Union"" , aber viel zu viel Nationalismus und Egoismus."	  europäisch Union befinden gut Zustand warnen Juncker Flüchtlingskrise geben wenig Europa wenig   Union Nationalismus Egoismus 	['500', '501']	{'5'}
2	20150909	Der tschechische Premier Bohuslav Sobotka sagte, Europa brauche keine neuen Vorschläge zur Lösung der Krise, sondern müsse die vereinbarten Maßnahmen umsetzen. So müssten die Schengen-Außengrenzen besser gesichert werden.	tschechisch Premier Bohuslav Sobotka sagen Europa brauchen neu Vorschlag Lösung Krise müssen vereinbart Maßnahme umsetzen müssen Schengen-Außengrenze gut sichern 	['100', '105', '800', '808']	{'8', '1'}
2	20150909	Grundsätzlich gilt: Was der Bund nicht zeitnah liefern kann, muss die Landesebene abfedern und eigene Projekte anstoßen.	grundsätzlich gelten Bund zeitnah liefern Landesebene abfedern eigen Projekt anstoßen 	['800', '808']	{'8'}
2	20150909	Man muss Strukturen schaffen oder vorhandene Strukturen so verändern, dass sich Menschen hier von der ersten Stunde an orientieren, ehrenamtliche Helferinnen und Helfer Unterstützung finden, Traumatisierte behandelt werden können.	Struktur schaffen vorhanden Struktur verändern Mensch erster Stunde orientieren ehrenamtlich Helferinne Helfer Unterstützung finden Traumatisiert behandeln 	['300', '309', '700', '705']	{'7', '3'}
2	20150909	Jetzt will sie diese Liste um Albanien, Kosovo und Montenegro erweitern.	Liste Albanien Kosovo Montenegro erweitern 	['500', '504']	{'5'}
2	20150909	Die Grünen sind offiziell kategorisch dagegen.	grüne offiziell kategorisch dagegen 	['500', '504']	{'5'}
2	20150909	 Für diese Menschen muss man dann eben legale Statuswechsel ihres Aufenthalts ermöglichen und Arbeitsmöglichkeiten schaffen, wenn sie schon hier sind. Ein Einwanderungsgesetz ist gut und wichtig, doch bis es geschrieben und beschlossen ist, können wir nicht alle Schutzsuchenden aus dem Balkan abschieben.	  Mensch eben legal Statuswechsel Aufenthalt ermöglichen Arbeitsmöglichkeit schaffen schon Einwanderungsgesetz gut wichtig schreiben beschließen schutzsuchend Balkan abschieben 	['200', '207']	{'2'}
2	20150927	 Unterdessen widersprach die Bundesregierung einem Bericht, nach dem Syrer ohne Umweg über das Asylrecht ein Bleiberecht erhalten sollen	  unterdessen widersprechen Bundesregierung Bericht Syrer Umweg Asylrecht Bleiberecht erhalten sollen 	['200', '211']	{'2'}
2	20150921	Am Montag haben die Vizegrad-Staaten, zu denen auch Ungarn gehört, ihren Widerstand bekräftigt.	Montag Vizegrad-Staat Ungarn gehören Widerstand bekräftigen 	['500', '501']	{'5'}
2	20151018	Auch die Einrichtung von Transitzonen wird gefordert.	Einrichtung Transitzone fordern 	['200', '215']	{'2'}
2	20150212	Baden-Württembergs Integrationsministerin Bilkay Öney (SPD) hat Grenzkontrollen vorgeschlagen, um Flüchtlinge aus Serbien, Mazedonien und Bosnien-Herzegowina abzuhalten.	Baden-Württemberg Integrationsministerin Bilkay Öney SPD Grenzkontrolle vorschlagen Flüchtling Serbien Mazedonien Bosnien-Herzegowina abhalten 	['100', '105']	{'1'}
2	20150212	"Die FDP in Baden-Württemberg kritisiert, die Ministerin trete damit  ""alle Bemühungen eines vereinten Europas mit Füßen"" . "	FDP Baden-Württemberg kritisieren Ministerin tren   Bemühung vereint Europa Fuß 	['100', '105']	{'1'}
2	20150212	Öney will Flüchtlinge abhalten	Öney Flüchtling abhalten 	['100', '102']	{'1'}
2	20150925	 Dort sollen sie bis zu sechs Monate lang wohnen müssen – so lange soll ihr Asylverfahren künftig maximal dauern.	  sollen sechs Monat lang wohnen müssen lange sollen Asylverfahren künftig maximal dauern 	['200', '209']	{'2'}
2	20150925	 Der Streit zwischen Bund und Ländern sei beigelegt, die Kosten würden geteilt, die Asylverfahren beschleunigt und Abschiebungen erleichtert.	  Streit Bund Land beilegen Kosten teilen Asylverfahren beschleunigen Abschiebung erleichtern 	['200', '207', '800', '803', '812']	{'8', '2'}
2	20150925	Geldleistungen für Asylbewerber sollen künftig nur noch einen Monat im Voraus bezahlt werden, und in Erstaufnahmeeinrichtungen sollen Flüchtlinge möglichst nur noch Sachleistungen erhalten.	Geldleistung Asylbewerber sollen künftig Monat Voraus bezahlen Erstaufnahmeeinrichtungen sollen Flüchtling möglichst Sachleistung erhalten 	['200', '212']	{'2'}
2	20150925	Bei dem mehrstündigen Treffen von Bund und Ländern hatten sich Bundeskanzlerin Angela Merkel ( CDU ) und die Ministerpräsidenten der Länder am späten Donnerstagabend auf eine monatliche Kostenpauschale von monatlich 670 Euro pro Flüchtling geeinigt , die der Bund übernehmen wird .	mehrstündig Treffen Bund Land Bundeskanzlerin Angela Merkel CDU Ministerpräsident Land spät Donnerstagabend monatlich Kostenpauschale monatlich Euro pro Flüchtling Bund übernehmen 	['800', '805']	{'8'}
2	20150925	"Nur der Erfurter Ministerpräsident Bodo Ramelow (Linke) kündigte jetzt schon an, er werde der pauschalen Einstufung der Westbalkanländer als  ""sichere Herkunftsstaaten""  im Bundesrat nicht zustimmen"	Erfurter Ministerpräsident Bodo Ramelow Linke kündigen schon pauschal Einstufung Westbalkanländ   sicher Herkunftsstaat   Bundesrat zustimmen 	['500', '504']	{'5'}
2	20150925	"So wurde vereinbart, die Liste angeblich  ""sicherer Herkunftsländer""  um Albanien, Montenegro und das Kosovo zu erweitern."	vereinbaren Liste angeblich   sicher Herkunftsland   Albanien Montenegro Kosovo erweitern 	['500', '504']	{'5'}
2	20150925	". Auch die Flüchtlingsorganisation Pro Asyl nannte den Plan, nach Serbien, Mazedonien und Bosnien-Herzegowina jetzt unter anderem auch das Kosovo als  ""sicher""  zu erklären,  ""absurd"" ."	Flüchtlingsorganisation Pro Asyl nennen Plan Serbien Mazedonien Bosnien-Herzegowina Kosovo   sicher   erklären   absurd 	['500', '504']	{'5'}
2	20150925	""" Der Bund hat die Notsituation der Länder und Kommunen ausgenutzt , um schon lange geplante Schikanen beim Asylrecht durchzusetzen "" , sagten Mona Neubaur und Sven Lehmann , die beiden Grünen-Vorsitzenden in Nordrhein-Westfalen ."	Bund Notsituation Land Kommune ausnutzen schon lang geplant Schikan Asylrecht durchsetzen sagen Mona Neubaur Sven Lehmann beide Grünen-Vorsitzende Nordrhein-Westfalen 	['100', '110']	{'1'}
2	20150925	Die geplante Verschärfung des Asylrechts soll bereits am kommenden Dienstag vom Kabinett abgesegnet und bis Mitte Oktober durch Bundestag und Bundesrat gebracht werden	geplant Verschärfung Asylrecht sollen bereits kommend Dienstag Kabinett absegnen Mitte Oktober Bundestag Bundesrat bringen 	['100', '110']	{'1'}
2	20150925	"Sachsen-Anhalts Ministerpräsident Reiner Haseloff (CDU) fand es  ""ganz hervorragend"" , und der grüne Ministerpräsident Winfried Kretschmann sagte dem SWR:  ""Jeder musste Dinge schlucken."""	Sachsen-Anhalt Ministerpräsident Reiner Haseloff CDU finden   ganz hervorragend grün Ministerpräsident Winfried Kretschmann sagen SWR   musst Ding schlucken 	['800', '805']	{'8'}
2	20150510	Jetzt gibt es Gelegenheit umzusteuern: Bis August muss die Bundesregierung eine neue Richtlinie der EU umsetzen, die die Aufnahme von Flüchtlingen europaweit vereinheitlicht	geben Gelegenheit umzusteuern August Bundesregierung neu Richtlinie EU umsetzen Aufnahme Flüchtling europaweit vereinheitlichen 	['300', '309']	{'3'}
2	20150903	EU-Kommissionspräsident Jean-Claude Juncker will vorschlagen, weitere 120.000 Flüchtlinge zu verteilen	EU-Kommissionspräsident Jean-Claude Juncker vorschlagen weit Flüchtling verteilen 	['500', '501']	{'5'}
2	20150903	"EU-Ratspräsident Donald Tusk hat derweil die  ""faire Verteilung""  von  ""mindestens 100.000 Flüchtlingen""  in Europa gefordert"	EU-Ratspräsident Donald Tusk derweil   fair Verteilung     mindestens Flüchtling   Europa fordern 	['500', '501']	{'5'}
2	20150903	"Er rief alle EU-Staats- und Regierungschefs auf,  ""ihre Anstrengungen zu verdoppeln""  und  ""Solidarität""  mit den Ländern zu zeigen, die Hauptziel der Flüchtlinge seien."	rufen EU-Staat Regierungschef   Anstrengung verdoppeln     Solidarität   Land zeigen Hauptziel Flüchtling 	['500', '501', '800', '808']	{'8', '5'}
2	20150920	Eine Beschleunigung der Verfahren ist sinnvoll, weil die Betroffenen schnell wissen sollen, wie es für sie weitergeht.	Beschleunigung Verfahren sinnvoll betroffener schnell wissen sollen weitergehen 	['800', '812']	{'8'}
2	20150920	Ja, aber wenn dieses Jahr wirklich zwanzigmal mehr Flüchtlinge zu uns kommen als noch 2010, sind wir gezwungen, zu unterscheiden zwischen denen, die vor Krieg fliehen und um ihr Leben fürchten, und denen, die bei uns ein besseres Leben suchen	ja Jahr wirklich zwanzigmal mehr Flüchtling kommen zwingen unterscheiden Krieg fliehen Leben fürchten besseres Leben suchen 	['700', '707']	{'7'}
2	20150920	Deshalb brauchen wir schnellere Verfahren, den Abbau falscher Anreize und eine klare Priorität für Kriegsflüchtlinge.	deshalb brauchen schnell Verfahren Abbau falsch Anreiz klar Priorität Kriegsflüchtling 	['800', '812']	{'8'}
2	20150920	Dazu gehörten auch Einschränkungen von Flüchtlingsrechten	gehören Einschränkung Flüchtlingsrechte 	['200', '211']	{'2'}
2	20150920	"Mehr sichere Herkunftsländer – ja oder nein?


Eindeutig ja."	"mehr sicher Herkunftsland ja nein 


 eindeutig ja "	['500', '504']	{'5'}
2	20150424	Die Bundesregierung muss ihre Beihilfe zur mörderischen EU-Abschottungspolitik beenden.	Bundesregierung Beihilfe mörderisch EU-Abschottungspolitik beenden 	['100', '104']	{'1'}
2	20150424	Fremdenfeindlichkeit kann nicht akzeptiert werden.	Fremdenfeindlichkeit akzeptieren 	['700', '703']	{'7'}
2	20150424	Man muss die dortige Bevölkerung darüber aufklären, dass es ein Menschenrecht auf Asyl gibt.	dortig Bevölkerung darüber aufklären Menschenrecht Asyl geben 	['100', '110', '700', '702']	{'7', '1'}
2	20150928	Gegen die geplante Flüchtlingsunterkunft brauche es zivilen Ungehorsam, soll Rentzsch aufgerufen haben.	geplant Flüchtlingsunterkunft brauchen zivil Ungehorsam sollen Rentzsch aufrufen 	['200', '202']	{'2'}
2	20150928	Gegen die geplante Flüchtlingsunterkunft brauche es zivilen Ungehorsam, soll Rentzsch aufgerufen haben.	geplant Flüchtlingsunterkunft brauchen zivil Ungehorsam sollen Rentzsch aufrufen 	['700', '799']	{'7'}
2	20150902	Schickt Sonderzüge, jetzt!	Schickt Sonderzug 	['100', '101']	{'1'}
2	20150902	Es benötigt nun, noch heute, Sonderzüge, die ohne Zwischenhalt aus Budapest nach Deutschland fahren und die die Menschen in eine Situation bringen, die ihrer würdig ist: menschenwürdig.	benötigen heute Sonderzug Zwischenhalt Budapest Deutschland fahren Mensch Situation bringen würdig menschenwürdig 	['100', '101']	{'1'}
2	20151117	So lehnen es die Grünen ab, den Familiennachzug zu begrenzen.	lehnen grüne ab Familiennachzug begrenzen 	['300', '307']	{'3'}
2	20151117	Er und andere Grüne plädieren zudem dafür, von der Abschaffung des Asylbewerberleistungsgesetzes abzurücken.	grüne plädieren zudem dafür Abschaffung Asylbewerberleistungsgesetz abzurücken 	['300', '399']	{'3'}
2	20151117	"Außerdem schlägt der Vorstand einen  ""Deutschlandfonds für Integration""  vor."	außerdem schlagen Vorstand   Deutschlandfond Integration   	['300', '301', '800', '805']	{'8', '3'}
2	20151117	Dieter Janecek, der Wirtschaftsexperte der Bundestagsfraktion, fordert in einem Antrag, den Deutschlandfonds zu streichen	Dieter Janecek Wirtschaftsexperte Bundestagsfraktion fordern Antrag Deutschlandfond streichen 	['800', '805']	{'8'}
2	20150915	Erst im September haben die von den Grünen mitregierten Länder der größten Asylrechtsverschärfung seit Helmut Kohl zugestimmt. 	erst September grüne mitregieren Land groß Asylrechtsverschärfung seit Helmut Kohl zustimmen 	['100', '110']	{'1'}
2	20151117	"Dem zynischen Versuch von Herrn Söder, Terrorangst gegen Flüchtlinge zu schüren, erteilen wir eine klare Absage"" , sagt Grünen-Chefin Simone Peter.


"	"zynisch Versuch Herr Söder Terrorangst Flüchtling schüren erteilen klar Absage sagen Grünen-Chefin Simone Peter 


 "	['700', '701']	{'7'}
2	20151117	 Die Grünen müssten klar signalisieren, dass es mit ihnen keine Verschärfungen mehr gebe.	  grüne müssten klar signalisieren Verschärfung mehr geben 	['100', '110']	{'1'}
2	20151117	 Die Kanzlerin und SPD-Chef Sigmar Gabriel machen sich auch für Flüchtlingskontingente auf europäischer Ebene stark, die eine Obergrenze bedeuten können.	  Kanzlerin SPD-Chef Sigmar Gabriel Flüchtlingskontingent europäisch Ebene stark Obergrenze bedeuten 	['500', '501']	{'5'}
2	20150921	Die Slowakei, Tschechien und Rumänien hatten sich gegen bindende Quoten zur Aufnahme von Flüchtlingen gewehrt.	Slowakei Tschechien Rumänien bindend Quote Aufnahme Flüchtling wehren 	['500', '501']	{'5'}
2	20150921	Dafür hat sich Außenminister Frank-Walter Steinmeier (SPD) ausgesprochen.	dafür Außenminister Frank-Walter Steinmeier SPD aussprechen 	['500', '501']	{'5'}
2	20150921	"Die EU-Chefs müssten die  ""brutale Realität""  erkennen und handeln, fordert Tusk kurz vor zwei Sondertreffen zur Flüchtlingskrise in Brüssel"	EU-Chef müssen   brutal Realität   erkennen handeln fordern Tusk kurz zwei Sondertreffen Flüchtlingskrise Brüssel 	['500', '501']	{'5'}
2	20151018	Nach hitziger Debatte sprach sich der Deutschlandtag der Nachwuchsorganisation von CDU und CSU am Sonntag für eine solche Festlegung aus.	hitzig Debatte sprechen Deutschlandtag Nachwuchsorganisation CDU CSU Sonntag Festlegung 	['100', '102']	{'1'}
2	20151018	Der Zustrom müsse begrenzt werden, sonst werde die Hilfsbereitschaft der Menschen sinken, heißt es in dem Beschluss.	Zustrom müssen begrenzen Hilfsbereitschaft Mensch sinken heißen Beschluss 	['100', '102']	{'1'}
2	20151018	 Die Junge Union fordert eine Obergrenze für die Aufnahme von Flüchtlingen und stellt sich damit gegen Kanzlerin Angela Merkel	  jung Union fordern Obergrenze Aufnahme Flüchtling stellen Kanzlerin Angela Merkel 	['100', '102']	{'1'}
2	20150218	Natürlich nicht. Wir verstehen Asyl als ein Grundrecht, das nicht aufgrund von ökonomischen Erwägungen eingeschränkt werden darf.	natürlich verstehen Asyl Grundrecht aufgrund ökonomisch Erwägung einschränken dürfen 	['600', '610']	{'6'}
2	20150928	"Schon im November organisiert er eine Demonstration  ""gegen die Asylflut"" ."	schon November organisieren Demonstration   Asylflut 	['100', '104']	{'1'}
2	20150921	Das Nein zur Quote solle daher am Dienstag bekräftigt werden	Nein Quote sollen daher Dienstag bekräftigen 	['500', '501']	{'5'}
2	20150625	"""Die Rückführung abgelehnter Asylbewerber muss noch stärker stattfinden als bisher."""	Rückführung abgelehnt Asylbewerber stark stattfinden bisher 	['200', '207']	{'2'}
2	20150625	"Außerdem müsse der Gesetzgeber mehr Balkanländer zu sicheren Drittstaaten erklären,  ""in die wir dann schneller abschieben können"" ."	außerdem müssen Gesetzgeber mehr Balkanländ sicher Drittstaat erklären   schnell abschieben 	['200', '207', '500', '504']	{'5', '2'}
2	20150625	Für Flüchtlinge, die es nach Bayern verschlagen hat, erwägt Seehofer den Entzug von Bargeld und die Wiedereinführung von Essenspaketen.	Flüchtling Bayern verschlagen erwägen Seehofer Entzug Bargeld Wiedereinführung Essenspaket 	['200', '212']	{'2'}
2	20150625	EU-Ratspräsident Donald Tusk hat die Mitgliedstaaten zu Zusagen für die Aufnahme von Flüchtlingen gedrängt.  	EU-Ratspräsident Donald Tusk Mitgliedstaat Zusage Aufnahme Flüchtling drängen   	['500', '501']	{'5'}
2	20150625	 Die EU-Kommission hat die Verteilung von 40.000 der Migranten mit Aussicht auf Flüchtlingsstatus unter allen 28 Mitgliedstaaten über verpflichtende Quoten vorgeschlagen, wogegen sich aber viele Länder wehren	  EU-Kommission Verteilung Migrant Aussicht Flüchtlingsstatus Mitgliedstaat verpflichtend Quote vorschlagen wogegen vieler Land wehren 	['500', '501']	{'5'}
2	20150625	Die EU-Kommission hat die Verteilung von 40.000 der Migranten mit Aussicht auf Flüchtlingsstatus unter allen 28 Mitgliedstaaten über verpflichtende Quoten vorgeschlagen, wogegen sich aber viele Länder wehren.	EU-Kommission Verteilung Migrant Aussicht Flüchtlingsstatus Mitgliedstaat verpflichtend Quote vorschlagen wogegen vieler Land wehren 	['500', '501']	{'5'}
2	20150625	"Der britische Premier David Cameron gehört zu den Quotengegnern. Er forderte in Brüssel einen  ""umfassenden und koordinierten Ansatz""  in der Flüchtlingskrise und sagte zu, Großbritannien werde  ""seine Rolle spielen"" ."	britisch Premier David Cameron gehören Quotengegner fordern Brüssel   umfassend koordiniert Ansatz   Flüchtlingskrise sagen Großbritannien   Rolle spielen 	['500', '501']	{'5'}
2	20150625	Die Länder bräuchten mehr Geld.	Land bräuchn mehr Geld 	['800', '805']	{'8'}
2	20150625	Am Mittwoch hatte das Parlament der Slowakei mit großer Mehrheit verpflichtende Flüchtlingsquoten abgelehnt.	Mittwoch Parlament Slowakei groß Mehrheit verpflichtend Flüchtlingsquot ablehnen 	['500', '501']	{'5'}
2	20150625	"Asylverfahren für nicht schutzbedürftige Zuwanderer zügig abzuschließen und diese möglichst rasch zurückzuführen, ist zwingende Voraussetzung dafür, den wirklich Hilfsbedürftigen angemessen helfen zu können"" , sagt der CSU-Abgeordnete Stephan Mayer der taz"	Asylverfahren schutzbedürftig Zuwanderer zügig abschließen möglichst rasch zurückführen zwingend Voraussetzung dafür wirklich Hilfsbedürftigen angemessen helfen sagen CSU-Abgeordneter Stephan Mayer Taz 	['200', '207', '800', '812']	{'8', '2'}
2	20150625	Diese hatten dort fast alle für die Quoten gestimmt.	fast Quote stimmen 	['500', '501']	{'5'}
2	20150625	"Tusk sagte, bis spätestens Ende Juli müssten die Regierungen nun aber  ""glaubwürdige und präzise""  Zusagen machen, wie viele Flüchtlinge sie freiwillig aufnehmen wollen."	Tusk sagen spätestens Ende Juli müssen Regierung   glaubwürdig präzise   Zusage vieler Flüchtling freiwillig aufnehmen 	['500', '501']	{'5'}
2	20150625	"""Wer angesichts von Tausenden toten Flüchtlingen im Mittelmeer konsequent gegen ‚massenhaften Asylmissbrauch‘ vorgehen und schneller abschieben will, der gießt Öl ins Feuer"" , sagte Kipping."	wer angesichts Tausend tot Flüchtling Mittelmeer konsequent ‚ massenhaft Asylmissbrauch vorgehen schnell abschieben gießt Öl Feuer sagen Kipping 	['200', '207', '800', '812']	{'8', '2'}
2	20150625	"Die Einstufung weiterer Länder als  ""sichere Herkunftsstaaten""  nennt Mayer eine  ""hilfreiche Maßnahme"" ."	Einstufung weit Land   sicher Herkunftsstaat   nennen Mayer   hilfreich Maßnahme 	['500', '504']	{'5'}
2	20151106	Aber die Bundesregierung will, dass ihre Asylanträge vermehrt abgelehnt und mehr von ihnen abgeschoben werden – trotz der zusehends schwierigeren Menschenrechts- und Sicherheitslage in Afghanistan	Bundesregierung Asylantrag vermehrt ablehnen mehr abschieben trotz zusehends schwierig Menschenrecht Sicherheitslage Afghanistan 	['200', '207']	{'2'}
2	20151106	Die Große Koalition plant Aufnahmelager und beschleunigte Asylverfahren.	groß Koalition planen Aufnahmelager beschleunigen Asylverfahren 	['200', '203', '800', '812']	{'8', '2'}
2	20150527	Geht es nach Migrationskommissar Dimitris Avramopoulos, werden Flüchtlinge in den nächsten zwei Jahren gerecht auf die EU-Staaten verteilt.	gehen Migrationskommissar Dimitris Avramopoulos Flüchtling nächster zwei Jahr gerecht EU-Staat verteilen 	['500', '501']	{'5'}
2	20150527	Ein entschiedenes Nein kam auch aus London.	entschieden Nein kommen London 	['500', '501']	{'5'}
2	20150527	 In den nächsten zwei Jahren will Avramopoulos 40.000 Flüchtlinge – vor allem Syrer und Eritreer – auf die EU-Länder verteilen	  nächster zwei Jahr Avramopoulos Flüchtling Syrer Eritreer EU-Land verteilen 	['500', '501']	{'5'}
2	20150527	"Deutschlands wichtigstes Partnerland steht unter Druck des rechtsextremen Front National und lehnt eine  ""Quote""  ab."	Deutschland wichtigst Partnerland stehen Druck rechtsextrem Front National lehnen   Quote   ab 	['500', '501']	{'5'}
2	20150527	Die EU-Kommission will 40.000 Flüchtlinge auf die Mitglied-staaten verteilen	EU-Kommission Flüchtling Mitglied-staate verteilen 	['500', '501']	{'5'}
2	20150527	Dem will der Grieche nun einen Riegel vorschieben: mit einem neuen Verteilungsschlüssel, aber auch mit einem verschärften Kampf gegen Schlepper und mit der systematischen Erfassung von Fingerabdrücken.	Grieche Riegel vorschieben neu Verteilungsschlüssel verschärft Kampf Schlepper systematisch Erfassung Fingerabdrücken 	['100', '101', '109']	{'1'}
